DisclosureId,JobStartDate,JobEndDate,StateName,CountyName,Latitude,Longitude,Projection,TVD(ft),TVD(Km),TotalBaseWaterVolume,TradeName
1241887f-0d41-42f6-b978-ad6929b6e863,1/2/2025 12:00:00 AM,1/18/2025 12:00:00 AM,Texas,Reeves,31.2137,-103.4621,NAD 83.00,10880,3.316224,29845158,Water
62888b06-19a3-4b6e-bbd2-518a7066fe7e,1/2/2025 12:00:00 AM,1/18/2025 12:00:00 AM,Texas,Reeves,31.2137,-103.4621,NAD 83.00,10897,3.3214056,30241764,B-802
e5b5eb6f-f97a-4ce7-9768-14a3f167f774,1/2/2025 12:00:00 AM,1/18/2025 12:00:00 AM,Texas,Reeves,31.2137,-103.4621,NAD 83.00,10865,3.311652,29785140,33% Enviro-Syn HCR 7000
416a9bc6-6b05-4352-b2ac-7c37d0783bbb,1/3/2025 12:00:00 AM,1/15/2025 12:00:00 AM,Texas,Reeves,31.2124,-103.4841,NAD 83.00,10881,3.3165288,31173450,BioSuite GQ5-2
c1ca8ba5-7973-4c70-8a39-0e427195faca,1/3/2025 12:00:00 AM,1/15/2025 12:00:00 AM,Texas,Reeves,31.2124,-103.4841,NAD 83.00,10877,3.3153096,30115512,Ingredient Container
194492a2-1b04-4304-971a-7b9ef7d794f6,1/8/2025 12:00:00 AM,1/20/2025 12:00:00 AM,Texas,Reeves,31.2153,-103.4821,NAD 83.00,10856,3.3089088,35605752,Sand
6f7e8366-641f-45b3-bc3d-5af6bcb98075,10/12/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Texas,Loving,31.913707,-103.53252,NAD 83.00,12602.9,3.84136392,20362524,Hydrochloric Acid
27d20bd0-0bb5-4d2f-ba9d-58d19bd0e2a7,10/13/2024 4:03:51 AM,10/20/2024 7:16:53 PM,Texas,Loving,31.768561,-103.55622,NAD 83.00,12252,3.7344096,20458242,100 Mesh
c7e58064-a978-462a-8122-34a723609728,10/14/2024 11:38:59 PM,10/30/2024 5:57:23 AM,Texas,Ward,31.570133,-103.32341,NAD 83.00,11211,3.4171128,25018896,VicStim 200-AE-144
efb91c0a-478b-46be-94e7-ec8d33aadb30,10/14/2024 8:10:46 PM,10/29/2024 7:33:30 AM,Texas,Ward,31.57017,-103.32346,NAD 83.00,11203,3.4146744,25463592,VicStim 200-AE-144
44e3d9b1-b6b9-45fe-abe6-a6e604981b78,10/2/2024 11:11:32 PM,10/11/2024 3:50:00 PM,Texas,Winkler,31.936272,-103.3178,NAD 83.00,12500,3.81,22877778,NHV-83
05a3dd80-1147-4d0a-8fb0-82f22d5bf285,10/31/2024 12:00:00 AM,11/14/2024 12:00:00 AM,Texas,Reeves,31.4862,-103.6581,NAD 83.00,10551,3.2159448,25117848,BioSuite GQ5-2
b7b960b8-a01c-472e-9ccc-7ac422f9df4f,10/31/2024 12:00:00 AM,11/14/2024 12:00:00 AM,Texas,Reeves,31.4862,-103.6581,NAD 83.00,10813,3.2958024,25217640,Ingredient Container
bd954bfb-7c98-455d-8ae9-86aff4c17d2a,10/31/2024 12:00:00 AM,11/14/2024 12:00:00 AM,Texas,Reeves,31.4862,-103.6581,NAD 83.00,10561,3.2189928,25142670,Sand
ef292b67-5d50-40d5-b01f-31bdc055f951,11/20/2024 12:00:00 AM,11/29/2024 12:00:00 AM,Texas,Reeves,31.4242,-103.4131,NAD 83.00,11122,3.3899856,26542950,Water
c3d9d517-e9b6-4644-b247-7061a9957825,11/23/2024 11:29:00 AM,12/28/2024 10:41:00 AM,Texas,Reeves,31.225146,-103.33767,NAD 83.00,10800.92,3.292120416,23449579,Ingredient Container
c56240f9-3afa-4c84-8785-701fce02bd32,11/24/2024 10:55:00 AM,12/28/2024 12:00:00 AM,Texas,Reeves,31.225008,-103.33767,NAD 83.00,10611.32,3.234330336,22326639,HAI-501
0eba661b-e85d-4508-a0d5-6f09e075b138,11/24/2024 12:00:00 AM,12/3/2024 12:00:00 AM,Texas,Reeves,31.4224,-103.4211,NAD 83.00,11105,3.384804,24198216,Sand
937ddcef-0d1e-4daa-9c97-69bb5ecb73d7,11/24/2024 12:00:00 AM,12/3/2024 12:00:00 AM,Texas,Reeves,31.4224,-103.4211,NAD 83.00,10649,3.2458152,23520756,HighFlow 26
c04a0554-7941-4f6f-a992-ddcc6f70cae0,11/25/2024 4:44:00 AM,12/28/2024 5:13:33 AM,Texas,Reeves,31.224871,-103.33767,NAD 83.00,10866,3.3119568,22668098,RefinedComp ShaleFlo 153WCP
